"Image Number"	"ROI"	"Image Layer"	"Total Radiant Efficiency [p/s] / [uW/cm2]"	"Avg Radiant Efficiency [p/s/cm2/sr] / [uW/cm2]"	"Stdev Radiant Efficiency"	"Min Radiant Efficiency"	"Max Radiant Efficiency"	"Area [cm2]"	"EM Filter"	"Analysis Comment"	"Analysis User ID"	"Angle"	"Animal Model"	"Animal Number"	"Animal Strain"	"Area [ccd Pixels]"	"Avg Counts"	"Avg Dark Charge Counts"	"Avg Efficiency"	"Avg Fluorescent Bkg Counts"	"Avg Radiance [p/s/cm2/sr]"	"Binning"	"Bkg ROI"	"Cell Line"	"Comment"	"Comment1"	"Comment2"	"Cosmic Corrected"	"Dark Charge Subtracted"	"Date and Time"	"Display"	"EM Gain"	"EX Filter"	"Experiment"	"Exposure"	"f-Stop"	"Field of View"	"File Name"	"Flat Field Corrected"	"Fluorescence Level"	"Fluorescent Bkg Subtracted"	"Frame Time"	"Group"	"Height [cm]"	"Height [pixels]"	"IACUC Number"	"Image angle"	"Label"	"Label Set"	"Luc Injection Time"	"Max Counts"	"Max Dark Charge Counts"	"Max Efficiency"	"Max Fluorescent Bkg Counts"	"Max Radiance"	"Min Counts"	"Min Dark Charge Counts"	"Min Efficiency"	"Min Fluorescent Bkg Counts"	"Min Radiance"	"Path"	"Reporter"	"ROI Label"	"ROI Pixels"	"Sequence ID"	"Series"	"Sex"	"Shape"	"Stdev Counts"	"Stdev Dark Charge Counts"	"Stdev Efficiency"	"Stdev Fluorescent Bkg Counts"	"Stdev Radiance"	"Subject"	"Subject ID"	"Subject Label"	"Threshold %"	"Time Point"	"Total Counts"	"Total Dark Charge Counts"	"Total Efficiency [cm²]"	"Total Fluorescent Bkg Counts"	"Total Flux [p/s]"	"Treatment"	"User"	"User ID"	"View"	"Width [cm]"	"Width [pixels]"	"Xc [cm]"	"Xc [pixels]"	"Yc [cm]"	"Yc [pixels]"
FRD20171219125245_002	ROI 1	Overlay	5.308e+07	1.030e+06	2.851e+06	-1.659e+06	2.847e+07	4.101e+00	540			-0.0000				3.471e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			9f		true	true	12/19/2017 12:53:45			500	23	3.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.059e-01	8.900e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5423	FRD20171219125245_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	2.073e+05	N/A	2.073e+05	N/A		FRD	FRD		5.947e-01	1.730e+02	3.475e+00	1.011e+03	3.019e+00	8.783e+02
FRD20171219125545_001	ROI 1	Overlay	6.016e+07	1.090e+06	1.668e+06	-1.402e+05	1.433e+07	4.394e+00	620			-0.0000				3.718e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			9b		true	true	12/19/2017 12:56:24			535	23	8.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.094e-01	9.000e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5810	FRD20171219125545_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	7.682e+05	N/A	7.682e+05	N/A		FRD	FRD		6.531e-01	1.900e+02	3.754e+00	1.092e+03	2.962e+00	8.617e+02
FRD20171219125545_002	ROI 1	Overlay	1.134e+08	2.054e+06	5.024e+06	-9.510e+05	6.665e+07	4.394e+00	540			-0.0000				3.718e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			9b		true	true	12/19/2017 12:56:50			500	23	8.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.094e-01	9.000e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5810	FRD20171219125545_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	1.181e+06	N/A	1.181e+06	N/A		FRD	FRD		6.531e-01	1.900e+02	3.754e+00	1.092e+03	2.962e+00	8.617e+02
FRD20171219130004_001	ROI 1	Overlay	8.551e+07	1.579e+06	2.598e+06	-1.018e+05	1.517e+07	4.310e+00	620			-0.0000				3.647e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			10f		true	true	12/19/2017 13:00:38			535	23	15.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.162e-01	9.200e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5699	FRD20171219130004_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	2.047e+06	N/A	2.047e+06	N/A		FRD	FRD		6.359e-01	1.850e+02	3.527e+00	1.026e+03	3.362e+00	9.780e+02
FRD20171219130004_002	ROI 1	Overlay	1.307e+08	2.412e+06	3.923e+06	-1.295e+06	2.086e+07	4.310e+00	540			-0.0000				3.647e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			10f		true	true	12/19/2017 13:01:14			500	23	3.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.162e-01	9.200e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5699	FRD20171219130004_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	5.102e+05	N/A	5.102e+05	N/A		FRD	FRD		6.359e-01	1.850e+02	3.527e+00	1.026e+03	3.362e+00	9.780e+02
FRD20171219130317_001	ROI 1	Overlay	5.102e+07	9.233e+05	1.358e+06	-1.084e+05	1.393e+07	4.398e+00	620			-0.0000				3.722e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			10b		true	true	12/19/2017 13:03:55			535	23	20.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.438e-01	1.000e+02		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5815	FRD20171219130317_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	1.629e+06	N/A	1.629e+06	N/A		FRD	FRD		6.256e-01	1.820e+02	3.552e+00	1.033e+03	3.685e+00	1.072e+03
FRD20171219130317_002	ROI 1	Overlay	9.698e+07	1.755e+06	3.080e+06	-6.927e+05	2.301e+07	4.398e+00	540			-0.0000				3.722e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			10b		true	true	12/19/2017 13:04:35			500	23	20.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.438e-01	1.000e+02		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5815	FRD20171219130317_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	2.525e+06	N/A	2.525e+06	N/A		FRD	FRD		6.256e-01	1.820e+02	3.552e+00	1.033e+03	3.685e+00	1.072e+03
FRD20171219130853_001	ROI 1	Overlay	8.055e+07	1.635e+06	2.460e+06	-2.077e+05	1.718e+07	3.920e+00	620			-0.0000				3.317e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			11f		true	true	12/19/2017 13:09:19			535	23	6.00	2.00	6.60	N/A	true	High	false		SimmonsLab	2.922e-01	8.500e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5183	FRD20171219130853_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	7.715e+05	N/A	7.715e+05	N/A		FRD	FRD		5.844e-01	1.700e+02	2.964e+00	8.622e+02	3.304e+00	9.612e+02
FRD20171219130853_002	ROI 1	Overlay	1.360e+08	2.760e+06	3.933e+06	-1.088e+06	2.722e+07	3.920e+00	540			-0.0000				3.317e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			11f		true	true	12/19/2017 13:09:44			500	23	3.00	2.00	6.60	N/A	true	High	false		SimmonsLab	2.922e-01	8.500e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5183	FRD20171219130853_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	5.309e+05	N/A	5.309e+05	N/A		FRD	FRD		5.844e-01	1.700e+02	2.964e+00	8.622e+02	3.304e+00	9.612e+02
FRD20171219131237_001	ROI 1	Overlay	9.368e+07	1.859e+06	6.698e+06	-2.569e+05	1.868e+08	4.010e+00	620			-0.0000				3.393e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			11b		true	true	12/19/2017 13:13:09			535	23	3.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.059e-01	8.900e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5302	FRD20171219131237_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	4.486e+05	N/A	4.486e+05	N/A		FRD	FRD		5.878e-01	1.710e+02	3.708e+00	1.079e+03	3.650e+00	1.062e+03
FRD20171219131237_002	ROI 1	Overlay	1.928e+08	3.827e+06	9.273e+06	-9.306e+05	2.320e+08	4.010e+00	540			-0.0000				3.393e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			11b		true	true	12/19/2017 13:13:32			500	23	3.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.059e-01	8.900e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5302	FRD20171219131237_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	7.530e+05	N/A	7.530e+05	N/A		FRD	FRD		5.878e-01	1.710e+02	3.708e+00	1.079e+03	3.650e+00	1.062e+03
FRD20171219131716_001	ROI 1	Overlay	1.283e+08	2.468e+06	3.613e+06	-1.130e+05	4.738e+07	4.137e+00	620			-0.0000				3.501e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			12f		true	true	12/19/2017 13:17:48			535	23	6.00	2.00	6.60	N/A	true	High	false		SimmonsLab	2.991e-01	8.700e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5471	FRD20171219131716_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	1.229e+06	N/A	1.229e+06	N/A		FRD	FRD		6.119e-01	1.780e+02	3.308e+00	9.623e+02	3.583e+00	1.042e+03
FRD20171219131716_002	ROI 1	Overlay	4.053e+08	7.795e+06	1.230e+07	-8.360e+05	1.175e+08	4.137e+00	540			-0.0000				3.501e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			12f		true	true	12/19/2017 13:18:16			500	23	2.00	2.00	6.60	N/A	true	High	false		SimmonsLab	2.991e-01	8.700e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	5471	FRD20171219131716_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	1.055e+06	N/A	1.055e+06	N/A		FRD	FRD		6.119e-01	1.780e+02	3.308e+00	9.623e+02	3.583e+00	1.042e+03
FRD20171219151804_001	ROI 1	Overlay	6.644e+07	1.468e+06	2.244e+06	-1.696e+05	3.253e+07	3.601e+00	620			-0.0000				3.047e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			12b		true	true	12/19/2017 15:18:31			535	23	9.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.025e-01	8.800e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	4761	FRD20171219151804_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	9.544e+05	N/A	9.544e+05	N/A		FRD	FRD		5.741e-01	1.670e+02	3.651e+00	1.062e+03	3.530e+00	1.027e+03
FRD20171219151804_002	ROI 1	Overlay	2.617e+08	5.784e+06	1.189e+07	-9.408e+05	1.823e+08	3.601e+00	540			-0.0000				3.047e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			12b		true	true	12/19/2017 15:18:57			500	23	4.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.025e-01	8.800e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	4761	FRD20171219151804_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	1.362e+06	N/A	1.362e+06	N/A		FRD	FRD		5.741e-01	1.670e+02	3.651e+00	1.062e+03	3.530e+00	1.027e+03
FRD20171219152552_001	ROI 1	Overlay	8.335e+07	1.432e+06	1.829e+06	-1.203e+05	9.523e+06	4.631e+00	620			-0.0000				3.919e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			13f		true	true	12/19/2017 15:26:13			535	23	6.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.506e-01	1.020e+02		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	6123	FRD20171219152552_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	7.983e+05	N/A	7.983e+05	N/A		FRD	FRD		6.153e-01	1.790e+02	3.053e+00	8.880e+02	3.443e+00	1.002e+03
FRD20171219152552_002	ROI 1	Overlay	1.316e+08	2.262e+06	2.974e+06	-1.401e+06	1.627e+07	4.631e+00	540			-0.0000				3.919e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			13f		true	true	12/19/2017 15:26:45			500	23	2.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.506e-01	1.020e+02		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	6123	FRD20171219152552_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	3.426e+05	N/A	3.426e+05	N/A		FRD	FRD		6.153e-01	1.790e+02	3.053e+00	8.880e+02	3.443e+00	1.002e+03
FRD20171219152957_001	ROI 1	Overlay	9.612e+07	1.662e+06	1.636e+06	-8.279e+04	9.674e+06	4.603e+00	620			-0.0000				3.896e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			13b		true	true	12/19/2017 15:30:22			535	23	15.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.884e-01	1.130e+02		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	6087	FRD20171219152957_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	2.301e+06	N/A	2.301e+06	N/A		FRD	FRD		6.256e-01	1.820e+02	3.677e+00	1.070e+03	3.702e+00	1.077e+03
FRD20171219152957_002	ROI 1	Overlay	2.134e+08	3.689e+06	3.622e+06	-8.113e+05	2.919e+07	4.603e+00	540			-0.0000				3.896e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			13b		true	true	12/19/2017 15:30:59			500	23	15.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.884e-01	1.130e+02		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	6087	FRD20171219152957_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	4.166e+06	N/A	4.166e+06	N/A		FRD	FRD		6.256e-01	1.820e+02	3.677e+00	1.070e+03	3.702e+00	1.077e+03
FRD20171219153453_001	ROI 1	Overlay	2.497e+08	5.310e+06	5.311e+06	-1.875e+05	6.702e+07	3.742e+00	620			-0.0000				3.167e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			14f		true	true	12/19/2017 15:35:25			535	23	3.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.162e-01	9.200e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	4948	FRD20171219153453_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	1.196e+06	N/A	1.196e+06	N/A		FRD	FRD		5.844e-01	1.700e+02	3.232e+00	9.403e+02	3.285e+00	9.557e+02
FRD20171219153453_002	ROI 1	Overlay	6.145e+08	1.307e+07	1.473e+07	-9.130e+05	2.082e+08	3.742e+00	540			-0.0000				3.167e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			14f		true	true	12/19/2017 15:35:52			500	23	2.00	2.00	6.60	N/A	true	High	false		SimmonsLab	3.162e-01	9.200e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	4948	FRD20171219153453_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	1.600e+06	N/A	1.600e+06	N/A		FRD	FRD		5.844e-01	1.700e+02	3.232e+00	9.403e+02	3.285e+00	9.557e+02
FRD20171219153759_001	ROI 1	Overlay	3.210e+08	7.184e+06	7.993e+06	-6.310e+04	9.920e+07	3.556e+00	620			-0.0000				3.009e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			14b		true	true	12/19/2017 15:38:22			535	23	4.00	2.00	6.60	N/A	true	High	false		SimmonsLab	2.922e-01	8.500e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	4702	FRD20171219153759_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	2.050e+06	N/A	2.050e+06	N/A		FRD	FRD		5.672e-01	1.650e+02	3.491e+00	1.015e+03	3.115e+00	9.063e+02
FRD20171219153759_002	ROI 1	Overlay	1.082e+09	2.422e+07	3.171e+07	-5.148e+05	3.353e+08	3.556e+00	540			-0.0000				3.009e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			14b		true	true	12/19/2017 15:38:45			500	23	2.00	2.00	6.60	N/A	true	High	false		SimmonsLab	2.922e-01	8.500e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	4702	FRD20171219153759_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	2.818e+06	N/A	2.818e+06	N/A		FRD	FRD		5.672e-01	1.650e+02	3.491e+00	1.015e+03	3.115e+00	9.063e+02
FRD20171219154227_001	ROI 1	Overlay	6.937e+07	1.916e+06	2.031e+06	-4.825e+04	3.985e+07	2.881e+00	620			-0.0000				2.438e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			15f		true	true	12/19/2017 15:42:49			535	23	15.00	2.00	6.60	N/A	true	High	false		SimmonsLab	2.441e-01	7.100e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	3810	FRD20171219154227_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	1.661e+06	N/A	1.661e+06	N/A		FRD	FRD		5.603e-01	1.630e+02	3.203e+00	9.316e+02	3.320e+00	9.658e+02
FRD20171219154227_002	ROI 1	Overlay	1.933e+08	5.339e+06	8.645e+06	-7.746e+05	1.483e+08	2.881e+00	540			-0.0000				2.438e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			15f		true	true	12/19/2017 15:43:23			500	23	5.00	2.00	6.60	N/A	true	High	false		SimmonsLab	2.441e-01	7.100e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 1	3810	FRD20171219154227_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	1.258e+06	N/A	1.258e+06	N/A		FRD	FRD		5.603e-01	1.630e+02	3.203e+00	9.316e+02	3.320e+00	9.658e+02
FRD20171219154623_001	ROI 2	Overlay	9.150e+07	2.091e+06	2.218e+06	-8.506e+04	1.607e+07	3.482e+00	620			-0.0000				2.947e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			15b		true	true	12/19/2017 15:47:00			535	23	9.00	2.00	6.60	N/A	true	High	false		SimmonsLab	2.750e-01	8.000e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 2	4604	FRD20171219154623_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	1.314e+06	N/A	1.314e+06	N/A		FRD	FRD		5.706e-01	1.660e+02	2.908e+00	8.460e+02	3.259e+00	9.480e+02
FRD20171219154623_002	ROI 2	Overlay	1.967e+08	4.496e+06	5.238e+06	-6.355e+05	4.458e+07	3.482e+00	540			-0.0000				2.947e+05	N/A	N/A	N/A	N/A	N/A	8	_none_			15b		true	true	12/19/2017 15:47:28			500	23	6.00	2.00	6.60	N/A	true	High	false		SimmonsLab	2.750e-01	8.000e+01		0.00		Living Image Universal		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		ROI 2	4604	FRD20171219154623_SEQ			Contour	N/A	N/A	N/A	N/A	N/A	_none_			_none_		N/A	1.536e+06	N/A	1.536e+06	N/A		FRD	FRD		5.706e-01	1.660e+02	2.908e+00	8.460e+02	3.259e+00	9.480e+02
